consecutive_number,latitude,longitude
320007,39.61982222,-119.20596389
400241,35.3832,-97.0903
550215,44.91809722,-92.04490833
530489,46.19943056,-119.32198889
290391,38.80511111,-90.80261111
121275,30.14999167,-81.54614167
122148,28.30083333,-81.57561667
330079,42.78660833,-71.26544167
60722,33.27123056,-117.44096667
10115,33.900625,-87.46942778
530492,47.39580278,-122.29168056
40657,32.82805,-111.92279722
220046,32.51078056,-92.19543056
470896,36.54248056,-87.23696111
131055,34.95079444,-85.17610556
490149,38.66950556,-112.58813333
480992,28.01081944,-99.36378889
40319,35.17775278,-111.34679444
40512,33.63561667,-113.79721111
120820,30.70791111,-86.72106111
371112,35.26516389,-80.96696667
120438,29.04076944,-81.00538056
220161,30.36188056,-89.74216111
60778,37.79512222,-122.20773333
482463,30.23461111,-97.74045278
160105,43.67684167,-116.68684444
320175,36.06145278,-115.178875
320271,36.06044444,-115.17996667
550228,44.71448889,-91.34775833
40175,34.87436944,-111.63476111
400113,35.4228,-94.7046
410057,42.74885556,-123.365275
120263,28.6544,-82.15238056
310168,40.82245278,-97.95776944
40783,35.292325,-109.1491
400275,35.32158889,-99.60853056
160091,42.23884722,-113.08746944
40692,35.20176389,-111.44723611
120710,27.11273056,-82.32128889
190207,42.00627222,-96.11664444
270370,43.85953056,-93.27963611
550422,44.01417778,-90.491025
290411,38.89716667,-91.59958333
481050,35.20878889,-102.92426944
120079,26.8703,-81.97538056
370612,36.06905556,-79.79500556
122173,26.89121111,-81.99788056
400537,33.889,-97.1342
480358,33.87156667,-101.85362778
450899,34.84745,-81.01761944
160134,43.21488889,-112.3497
40392,34.92505278,-110.13603056
530436,46.24761111,-119.32521667
60928,35.2261,-119.18087778
180567,38.22207778,-86.71328889
481558,31.07141667,-105.00636389
481663,32.45275,-95.25651944
380031,46.89248889,-98.80031111
290564,37.27877778,-93.04419444
61598,37.74049722,-121.49970556
490095,37.27962222,-113.31019444
482654,32.46200833,-99.83681667
470304,35.18885556,-90.01770278
120280,27.642575,-82.45781944
240304,39.111875,-77.18971944
400040,35.4606,-97.6379
60741,37.54911111,-121.919
121231,29.16466667,-82.18514444
400127,35.4612,-97.5785
290617,39.25223889,-94.50894722
410048,45.33756667,-122.76954167
390448,40.69925,-84.09031389
60099,33.68666944,-117.89811944
370356,35.59011389,-82.57469167
120989,26.51294444,-81.79484722
170492,38.63733333,-88.97273333
61709,35.46055,-115.62742778
120279,30.07455556,-81.49858611
80344,40.10633333,-104.59061667
481649,30.45170833,-100.25712222
481857,35.20190278,-100.79318889
350062,35.15748611,-103.15035278
350173,35.57873611,-106.08079444
130162,31.77588611,-81.37929444
490092,40.72595,-113.144575
80334,37.67361111,-104.80186111
460097,44.063425,-102.37018611
481851,30.58939167,-100.67257778
290404,39.009,-93.97925
482196,32.52313889,-95.70585833
482109,31.014,-103.86716111
40240,35.00962222,-111.68521389
120194,26.15703333,-80.76949167
260006,43.24398056,-83.77050278
62640,32.77375833,-115.53113889
250049,42.13058056,-71.85760833
290504,38.7525,-90.43858333
80488,38.70555556,-104.72344444
122041,29.15031111,-82.18491944
280206,32.35942222,-90.45103333
61207,34.02171389,-118.47653611
480697,29.78453056,-95.61429722
170710,40.94495278,-88.58650278
482615,32.157075,-101.71381944
350077,35.34775,-108.01395278
450475,33.19197222,-80.60631111
550428,43.523225,-89.54027222
80131,39.52975,-107.73944444
300162,46.20808611,-112.77731667
482123,32.48002222,-95.49163056
482351,30.62201667,-100.780025
490113,37.46816944,-113.224275
80064,39.54481389,-107.63305556
320029,40.66020278,-116.961125
481897,32.13795278,-96.45865278
220335,30.24631389,-92.96296389
121911,26.15365,-81.44193056
480649,30.68971111,-101.39338889
480508,32.14109722,-101.79386389
483014,30.39955278,-99.62725
350263,32.24797222,-107.46029167
380109,46.89068056,-103.05083889
230117,44.41198889,-69.74686944
470418,35.79170556,-88.37876111
61659,33.61946944,-115.02956944
61654,35.11891667,-116.23465556
40654,34.80853889,-114.14999444
280163,34.52171111,-89.92631944
130579,31.619025,-83.570425
481133,28.04256667,-97.75377222
280221,31.12478889,-89.37388056
180462,39.99377778,-85.84389167
40630,34.99800556,-110.59291944
350002,34.45834167,-106.82354167
210522,38.07618056,-83.95556667
40374,36.83256111,-114.00529167
61626,34.95766111,-116.65831944
40279,34.88349722,-111.6403
40430,35.23015278,-113.22292778
160090,43.26483333,-112.30656944
90146,41.51423056,-73.12024722
310026,40.8108,-99.900225
80417,40.37172222,-103.40602778
460100,43.77598611,-96.78140556
560075,42.6911,-105.2432
80449,39.66366667,-106.82122222
62489,36.61063056,-120.59328056
300123,45.11473889,-107.33992778
460080,43.69519167,-98.18151944
480593,28.71163056,-98.28151944
350161,34.98526944,-107.18260556
280583,31.25373056,-90.47923056
190205,41.4973,-95.00545833
10204,31.14328611,-87.40973889
50337,35.66625556,-94.16720833
460066,43.60861111,-96.49377222
61316,35.02898056,-116.48146944
80069,39.6875,-106.75222222
131052,32.74804444,-85.01845556
320076,36.79574722,-114.11836944
200242,38.75551944,-94.97176111
560035,44.64981944,-106.86938611
170792,40.85821667,-90.00420833
61260,34.35277222,-117.44126111
60689,34.98669167,-116.59266667
40441,35.16416111,-111.31233889
40440,35.15637222,-111.25859444
160146,43.02192222,-112.40798333
260370,43.88083611,-84.02108056
280106,33.72007222,-89.8292
370536,34.81193333,-78.98610556
360823,41.07934167,-73.718275
40639,32.66245278,-114.13908889
260477,42.50530556,-84.85167778
540067,38.62088056,-80.89427778
530257,47.06518889,-120.69635278
160192,43.21937778,-112.34548333
410069,45.09583056,-117.95309444
230085,45.49688889,-68.5617
350174,36.37885278,-104.5998
260115,42.10642778,-84.99628056
300037,46.64575278,-113.11511944
482767,31.01215556,-103.79514167
482779,30.96838056,-103.49444722
481309,31.21186389,-105.46954722
62588,32.74751111,-115.93121111
210148,38.10055833,-83.84714444
160098,43.49188889,-116.12606944
350100,35.00732778,-105.65052778
62504,34.478675,-118.61410556
40226,34.18770556,-112.13277222
210215,37.88078333,-84.33497778
200312,39.05868889,-96.00436667
40672,34.52945278,-111.949925
470464,36.03111944,-83.89391944
131076,33.90262222,-84.27484167
120471,26.49116111,-81.79421944
481119,32.47759722,-99.78713611
490245,38.97348889,-110.10776667
10481,31.34900833,-87.08675556
350243,35.55501389,-105.73092778
350247,34.39144167,-106.85710278
90159,41.76813333,-72.65756944
320104,36.58829444,-114.64881111
160171,47.71216389,-116.89638056
240288,39.70188611,-76.64081944
480124,31.05665,-104.56736944
560057,42.1349,-105.0011
310105,40.67195833,-99.16365833
470337,36.20961111,-84.12856111
380068,46.91346111,-98.04691111
290458,38.09452778,-90.30180556
170756,40.56671389,-89.00279722
371013,34.99492222,-78.83135833
40812,32.33269444,-109.52144722
460078,43.76044167,-96.78149444
410087,45.14546667,-117.97011389
481449,30.89545,-102.34476111
450327,33.26826944,-80.48540833
280414,34.61682778,-89.94973611
40450,34.98384444,-110.55144167
40034,33.60930278,-113.62311944
40158,35.20250833,-111.45415556
40375,32.71273611,-113.82592222
280018,34.75430833,-89.96341944
160065,42.80026389,-112.8168
62396,35.36453889,-115.9175
390777,41.42223333,-81.68406389
290698,39.05985278,-94.48992222
480004,31.85618056,-106.57493889
40776,33.462175,-112.50041111
480587,31.01781667,-97.48173889
190122,42.53706944,-92.42784167
482731,29.72198056,-95.46016667
80114,39.72497222,-104.82509722
460111,44.10056111,-103.18600278
530144,46.40775278,-120.28675278
40428,33.44660833,-112.55001667
122483,25.8471,-80.20785
130689,34.75104444,-85.00234444
121236,26.51259444,-81.79736111
160039,43.64352222,-116.64647778
470554,36.17258889,-86.79971944
390917,39.82764722,-83.11906389
481472,31.62753056,-97.09566111
481001,32.75826111,-96.77298889
60805,37.90618056,-122.31453889
61801,32.67564167,-117.10933333
40541,33.22643056,-111.92593611
240224,39.47094167,-76.66089167
290562,39.34894444,-94.75677778
290584,37.38991667,-89.62133333
62495,37.79715556,-121.30074722
220347,30.76758056,-92.17613056
40088,32.06288611,-110.77552222
120821,26.57218056,-80.06931111
470890,36.18306944,-86.33366944
80315,39.689,-105.881825
250137,42.60798889,-71.32051667
240012,39.32063889,-76.48705833
122711,29.23091111,-82.18771111
170104,40.62101111,-89.48588889
400014,35.469,-97.5025
130334,31.19886944,-81.5374
330062,43.0774,-70.77765833
410277,45.66473889,-118.81204444
420426,40.08352222,-74.93443333
390652,41.44536111,-81.77794444
280316,32.32895278,-90.24627222
200148,38.85786389,-98.81323333
470911,36.5391,-86.63865
160085,43.28119444,-115.88482778
160184,42.67220556,-112.21542222
350162,35.55412222,-105.87856111
560007,44.27673056,-106.55636389
560083,41.4266,-110.1274
560100,41.5054,-109.9932
60161,35.90840833,-119.8855
62480,34.82573889,-115.08316944
80289,40.90002222,-104.94569722
210390,36.99820278,-84.10690833
350176,32.34146389,-108.68974444
290355,38.62183333,-94.34897222
300094,45.9182,-111.60469722
490219,41.81515833,-112.39691111
61819,39.22285556,-122.18141667
80145,40.30444444,-103.52257222
481877,33.77661667,-101.83746389
300043,47.01705556,-114.66931389
482749,31.69153056,-96.16763889
80029,40.95027778,-104.92433333
270173,46.14344167,-95.93031389
450284,34.64073056,-82.14359722
481945,31.49101944,-103.27101111
220148,32.43133056,-91.42258056
40794,35.16171389,-111.27828333
160017,42.63595556,-114.44824167
280589,31.69185,-89.11715278
61908,33.84808056,-117.2538
180414,39.99063333,-85.89956111
40437,34.11148889,-112.14407778
200192,39.11131667,-100.48820278
270215,45.69181667,-92.99151389
390562,40.13723611,-81.55229444
483076,29.19928056,-98.82355
300046,47.07361111,-104.49020833
40431,32.94143611,-112.75281667
480432,31.05644167,-104.57186944
480804,28.69159167,-98.27438056
60363,35.11841944,-119.06313889
160042,42.79005278,-112.83270833
360727,42.27078611,-78.04993333
290739,37.66516667,-89.85780556
40651,31.98745833,-110.584125
160151,42.55713333,-113.49426667
481113,31.00441389,-103.71903889
420594,41.24590556,-76.84024444
420750,41.47636944,-80.16674722
420119,41.18630556,-80.338225
370138,35.56629722,-80.56261111
130510,32.65795,-83.44758889
350191,35.37774444,-106.47050833
280053,30.45358889,-88.76533333
400231,35.5008,-97.8375
482554,31.40750278,-103.46639167
350040,34.98366111,-105.13730278
420980,40.27177778,-77.03658333
350225,33.39411111,-107.26608056
482151,28.82114722,-98.36164722
180386,38.23948611,-86.13137222
160053,42.67575833,-114.50549722
490111,38.75458611,-112.5662
550374,43.43945,-89.48712778
490146,37.83151944,-112.89012778
350202,35.07611111,-107.63155
290481,40.10567222,-95.21597222
560124,44.8763,-106.9988
350164,35.75369444,-105.01786111
530407,46.26195833,-119.40292222
530384,47.476,-117.73211111
350120,33.41593889,-107.25653611
180211,39.4305,-87.3315
350185,35.13500556,-103.41408056
40624,35.25836667,-112.71256944
482431,27.96993889,-99.37661389
180016,38.188825,-87.46742778
410107,45.49395,-118.41467222
300062,46.7871,-113.7215
560018,42.9523,-106.3314
180305,39.64337778,-86.42016944
280329,31.50977778,-89.29388056
420354,40.80602778,-78.06249167
470424,35.5862,-89.08936944
482812,31.05568889,-104.58345278
60008,35.15565,-116.19101111
170662,38.56223889,-89.83418056
40389,33.12176667,-111.84476944
40393,33.47727778,-112.84762778
160102,47.53424444,-116.09785278
120418,30.56518889,-81.64319444
180548,38.25284444,-87.43280278
180416,40.22949167,-86.61858889
180207,39.44976111,-87.11268056
481923,28.64268889,-99.17856944
390244,39.82796944,-84.78168889
40531,33.91198611,-112.145775
482026,31.19402778,-105.52845833
480662,31.38933056,-103.60615
80090,39.70044444,-105.23951389
420519,40.81194444,-75.67298056
340128,40.54626944,-74.28586944
420754,40.07771389,-75.54503889
200317,38.149275,-96.49690556
230116,45.55383889,-68.54983889
122768,28.00365,-82.31463889
481763,30.11314444,-93.80679444
10345,30.54005,-88.23368889
122260,26.31818889,-80.11818889
120127,26.43938056,-80.09058889
370066,35.53479722,-82.60274444
10192,32.36698056,-86.14332222
400051,35.3829,-97.1611
481786,29.791225,-95.04900278
340150,40.54001111,-74.51013056
170376,38.62779167,-90.13845
61658,33.6137,-117.26104167
360489,43.15652222,-77.71878611
481621,29.36285556,-94.98885556
220338,32.50643889,-92.15878056
370139,35.11951111,-78.17031944
470735,36.61693056,-87.29713056
40653,32.99078611,-111.74338611
10363,33.23941389,-86.80274167
90160,41.50111111,-73.15231111
50464,35.22762222,-90.21210556
40468,33.27415556,-111.96283889
450555,33.9909,-80.95406111
260553,42.28040833,-85.15761389
320111,36.32691667,-114.92636944
420613,40.21135833,-74.87602778
40650,32.05278333,-110.75997222
482944,32.66780278,-96.73235833
120557,30.26616944,-81.60973889
290806,39.17402778,-94.49285833
80408,40.36069444,-104.98368056
131056,31.98898889,-81.29924167
121265,26.41248611,-80.09025556
80506,39.7125,-104.99995
180469,39.92663333,-86.26736944
170484,41.87359167,-87.73499444
62029,33.79096667,-117.89041111
483122,29.46846111,-98.61645
120023,26.47099722,-81.79055278
170437,40.43627222,-89.00695
80411,40.18570278,-104.98055556
320117,36.32502222,-114.92989444
350101,35.19655833,-107.91307222
350033,35.02572222,-106.63831389
60108,33.55243056,-117.18761667
62450,33.6481,-117.73841111
80238,39.93194444,-104.79579722
280172,31.65216944,-90.45701111
482593,30.09186111,-99.15786944
220222,32.384225,-93.75178611
121338,30.60741667,-86.98296667
120527,28.92425,-80.93828889
260638,42.22161389,-85.80434167
400210,35.4024,-97.5761
10480,33.51985278,-86.85704722
470728,36.12651944,-86.72833056
420418,39.97859444,-76.69763889
190257,41.23126667,-95.84303889
40276,33.46298611,-112.17383056
481768,32.75965278,-97.20896667
180071,38.34537222,-85.75933333
121510,26.29932778,-81.74266667
390727,40.29734444,-84.18155833
40181,32.162625,-110.98376389
180273,37.93696389,-87.53575556
40372,35.03946667,-110.73683611
40819,35.17925556,-111.63873056
61846,41.7373,-122.62963056
370739,35.16348333,-80.9556
80219,38.70489167,-104.72334167
40297,33.45695,-112.51905278
40004,32.35693333,-111.088125
40217,32.85524722,-111.68735833
10308,33.57873611,-86.71105556
482956,33.02369444,-97.27591389
190195,41.23307778,-95.88115833
120327,28.11556111,-80.70581111
481580,30.775675,-101.95305278
80186,37.90222222,-104.82888889
350060,32.37550556,-106.79325833
483095,30.38471667,-97.67298889
61739,39.45205556,-122.19341111
380093,46.89068056,-102.95958056
560099,44.2601,-106.4901
61317,34.06739167,-117.42055556
170783,40.56,-88.90895278
60210,33.66002778,-115.79280833
61466,34.75519444,-114.56833611
380048,46.83671944,-100.44681111
180544,39.65752222,-86.39155833
370023,36.09091667,-79.99189444
122121,26.08186111,-80.16851944
270279,45.1156,-93.18996667
390851,41.47491389,-81.48830556
210386,37.05773889,-88.65498333
130750,33.69685556,-84.40500556
90188,41.29747222,-72.71299722
80119,39.77088889,-104.82788889
440021,41.83390833,-71.41641111
170135,41.89016944,-87.64972778
481256,31.571875,-102.95709444
400066,35.2369,-97.6805
230145,45.99943056,-68.27975
550462,44.14798611,-87.73170833
130656,33.89822222,-84.24851389
170096,41.84795278,-87.61771111
460037,45.25994167,-97.05187222
530057,47.81974722,-122.281775
510698,38.05982222,-78.94333333
510231,36.75746667,-76.285
400384,35.6408,-97.4828
481386,29.67893333,-95.40241389
290647,38.67390833,-90.36228056
480518,30.05401389,-99.02521944
482099,32.44313889,-96.66391389
360237,43.14043056,-77.54140278
120632,30.16919167,-81.60245278
280207,30.33852778,-89.49566667
60595,33.95176667,-117.30328333
360408,40.89039722,-73.88651111
470615,36.404925,-82.47358889
481614,32.77355833,-97.31923333
470573,36.03621111,-86.64468889
180392,39.69480278,-86.191375
240376,38.808525,-76.9701
390778,41.44701389,-81.74263333
390447,39.69649167,-84.22953889
290424,39.05485,-94.48073889
420358,39.96267222,-75.18329167
62629,33.91746667,-118.28544722
510257,37.68406667,-77.66932778
510571,38.44194444,-77.40972222
62733,32.65734722,-117.07373611
260845,43.00959444,-83.68236389
260046,42.38543333,-83.25838889
260387,42.37942222,-83.193225
420040,41.17853056,-79.35825278
480380,27.83938333,-97.55581944
390085,40.06512778,-80.78617222
260394,42.32651944,-83.16091944
62559,32.713425,-117.14651111
340215,39.825925,-75.22769444
260599,43.02140278,-85.66666111
320008,36.09897222,-115.18065833
481278,32.75268056,-96.80953889
482691,32.81172778,-96.85218333
250221,42.10181389,-72.59341667
62744,33.66848056,-117.75466944
480019,32.76737778,-96.87772778
290746,38.61945556,-90.187925
61387,34.067825,-117.29502778
62181,33.82602778,-118.21328889
290121,38.73922222,-90.36397222
130958,33.83254167,-84.33658056
100122,39.74691111,-75.55841944
482858,32.79199167,-96.79262778
131096,33.90156111,-84.27196667
530477,47.10272778,-122.59614444
130365,33.77781667,-84.39076944
400544,34.60571111,-98.37661667
410025,45.50509167,-122.56511944
400534,35.5214,-98.7165
400597,35.20531944,-97.47964167
180039,40.04766944,-86.48992778
530480,46.97160278,-120.35184167
120258,30.6239,-81.65143056
280001,32.31198611,-90.24625556
130977,33.74473056,-84.398775
400288,35.4749,-97.5792
482455,29.77226944,-96.06438056
60449,37.33419444,-122.07058889
400060,35.3846,-96.7594
480284,29.51594722,-98.41109167
90071,41.61731389,-72.69560278
50088,34.67823889,-92.35961667
350022,35.58965556,-106.06407778
220191,32.45076111,-93.86568889
370315,35.28407778,-81.19019444
480541,29.59733056,-97.973925
50475,33.29143056,-93.92000278
160004,43.85438333,-116.76789167
220344,30.12214722,-90.669525
122528,29.12237222,-81.04740833
480556,32.92378889,-96.76015278
121476,30.132975,-82.66456944
180643,39.64719167,-85.91624444
370118,35.66363889,-81.95803611
371207,36.08398611,-79.97080556
400181,35.5013,-97.9296
210093,38.05768333,-85.69870278
130842,32.49863889,-82.98408611
121708,29.38408889,-82.23443889
10713,34.71420833,-86.64348611
410063,43.81113333,-123.039925
121352,25.81136111,-80.1894
470049,36.32608056,-86.70597222
10590,30.725225,-88.06959167
390053,41.47478056,-81.69004722
470371,35.87,-88.00613889
180044,39.80232778,-86.00940278
62386,38.02575833,-122.25955556
160187,43.66355278,-116.66126944
371111,35.21440278,-80.87273333
120723,26.08409722,-80.19689444
60398,34.03396111,-118.22003333
490065,40.62595,-111.90294167
122499,30.33566111,-81.76138889
290703,38.75977778,-90.46980556
290465,39.27161944,-94.66821944
482986,32.64461389,-96.8512
483124,29.59420278,-98.28796389
60157,34.09299167,-117.99046111
460096,44.11753889,-103.109725
400454,35.3837,-96.9385
481514,29.39436944,-98.47967778
490078,40.63395833,-111.83088056
340130,40.81818889,-74.02783889
550485,43.69265,-89.47003889
300014,45.61461111,-107.46450556
530383,46.50132222,-122.87673333
460113,43.71682778,-98.71570278
480064,30.06256389,-95.43323611
121385,25.84708889,-80.20808056
481116,29.99904444,-95.27029722
482842,29.74209167,-95.35734444
250139,42.19421944,-71.84821389
121472,30.25087778,-81.51576667
220369,30.40691944,-92.05638056
371144,36.48195556,-80.71051389
160109,43.40802778,-116.02208889
131129,30.67738611,-83.21974444
180349,39.93092222,-86.28247778
390121,39.95364722,-82.95991389
122694,27.08582778,-80.25163611
100102,39.71563056,-75.57473056
62994,37.90381111,-122.31264722
481989,29.77396667,-95.31909722
482873,29.67357778,-95.54485556
450390,33.96357778,-80.95298611
122587,30.35936389,-81.66870278
61998,34.02026111,-118.18515
60143,34.06881111,-117.35211389
122174,30.28866944,-81.9852
400177,35.3636,-97.4947
260037,42.41303056,-82.94325556
50477,34.66601389,-92.39157778
100121,39.7545,-75.49836944
120370,26.43938056,-80.09058889
480695,32.94037222,-97.01331944
61966,37.42662222,-121.917125
61871,33.16435278,-117.34265833
60377,34.12085278,-117.88388611
481450,30.71022778,-97.64895278
50192,35.04469444,-90.70756111
80384,39.62476111,-107.12138889
390132,39.95614444,-83.37196667
220157,30.35328889,-90.41678056
350192,36.69887778,-104.48325278
480332,29.69643333,-97.12355
350190,35.61034722,-106.02739444
121825,30.25133056,-82.21166944
210331,38.156325,-84.43345556
122074,26.14595,-80.49666944
350085,32.29362222,-108.57511667
131186,31.05364444,-81.64259722
60183,34.61256389,-117.24228611
200304,39.02452222,-95.12754722
60908,35.08578889,-119.02771667
60820,33.26128056,-117.42878056
121051,26.72198889,-81.82068889
371130,35.772525,-79.82875833
371145,36.41168333,-78.32350556
370316,35.9783,-79.90735
120080,30.58373889,-81.64676389
320171,36.65799444,-114.57686111
310025,40.70963611,-98.82034167
210335,37.04423333,-86.169125
480590,30.17625556,-99.27620278
450877,34.35904722,-79.50674167
450468,34.48735278,-83.02548611
50294,35.10359444,-90.59177222
450434,34.20640833,-79.92244722
280402,34.34299722,-89.91488333
530227,47.56081944,-122.09093611
480300,26.18991667,-98.11361944
290510,37.82963889,-92.10605556
450372,34.06944167,-81.01533889
450039,34.74731944,-82.28081389
160078,43.16035278,-112.38852778
480550,30.48334722,-95.494475
170887,40.65475833,-89.00454444
470821,35.86168889,-84.41053889
371239,34.44064722,-77.875425
350214,35.033925,-107.47420556
50188,35.16293889,-92.63596667
62049,41.55938333,-122.49048611
450203,34.30663611,-80.99936389
290608,38.49908333,-90.71511111
290441,38.88413889,-91.402
260717,42.341775,-83.11663056
130987,33.57694444,-84.34291111
290552,38.66200833,-90.19710556
131022,31.41768333,-83.50531944
350268,35.10711111,-106.70153333
220446,30.23713889,-93.22551944
60042,38.7251,-121.29101667
60039,38.65380556,-121.53143889
481687,32.73754722,-97.35301389
450033,35.06890278,-80.95052778
60790,37.42179167,-121.91484722
210172,38.13713611,-85.70674444
62516,33.83019444,-118.25459444
371020,35.26730833,-80.87261944
200014,38.98261389,-94.70806111
170715,41.87576944,-87.68636944
100006,39.75283056,-75.55363889
62705,37.80860278,-122.24223056
122068,28.54854444,-81.38240833
62221,37.71310278,-122.45231667
61738,32.7813,-117.2079
61689,34.47233056,-117.34471667
220391,30.24683056,-92.06246111
220154,30.23688056,-93.23143889
60381,34.32184444,-118.49750833
400518,36.1605,-95.9527
490256,41.15100833,-112.02558889
290054,39.01933333,-94.16972222
483172,29.3298,-94.9326
220083,30.24701389,-92.06247222
270003,44.93979722,-93.11628611
482540,29.99817778,-95.425725
130116,33.90701944,-84.43107778
250222,42.08338611,-71.22209167
290014,38.54972222,-90.28494444
190239,41.55003611,-93.77611389
290195,38.79605556,-90.57419444
250017,42.18396944,-71.886975
60888,34.87031111,-114.65026111
480224,29.77386111,-95.23896944
200264,37.64836944,-97.309425
270033,44.96567778,-93.26609444
482657,29.99678333,-95.271525
120948,28.06126389,-82.35333889
482382,32.70195,-96.61326111
120138,27.99843611,-82.34173056
61449,32.77948333,-116.99725556
10708,33.17265,-87.45599722
420726,40.43500278,-79.99863611
482071,29.77900278,-95.37793889
350158,35.09164167,-106.55477778
480293,32.79671944,-96.68825556
50373,34.68430833,-92.30920556
360874,40.67071667,-73.80104444
483037,32.91764444,-96.74482778
481846,29.8122,-95.43273611
481489,28.56259167,-99.20208611
470116,35.81946111,-83.14503889
60544,38.58121111,-121.50390833
130363,34.22558056,-83.50913611
482248,32.40333056,-99.39301944
61692,38.56023056,-121.65921944
320043,40.68328611,-116.98923056
130329,34.29411111,-84.82258889
60972,33.93084444,-116.98590556
290064,37.22588889,-94.30241667
180631,38.96022222,-85.84384444
60563,34.03686111,-118.29421944
420268,40.53795,-76.42896944
170076,41.68051111,-88.07632778
482544,30.88208611,-102.13144722
90068,41.64360556,-72.86292222
61514,38.098875,-122.22972222
50307,36.21847222,-94.18099167
320156,40.66780833,-116.72374167
220341,31.11245,-92.44376111
240354,39.63910278,-77.82533889
170709,41.12075556,-88.39535833
60592,33.92658333,-116.94121667
300158,45.29633889,-112.67047222
210310,37.06293056,-88.20680278
280097,32.20896389,-90.23714722
60134,34.0112,-118.16121111
40501,33.42881944,-112.05997778
131010,33.69336389,-84.40384167
420796,40.59133889,-79.88962778
390345,41.53694444,-83.49138889
61235,37.63159722,-122.08151389
482914,29.628525,-95.22992778
481140,29.42716111,-98.41870556
483010,32.82383333,-97.20501111
120069,26.69925,-80.07138889
480130,32.92439167,-96.77574722
481890,29.84690556,-95.393925
481848,32.81086944,-96.65287778
200247,37.63674444,-97.30854444
482926,31.51234167,-97.14030556
482929,29.47914444,-98.60639722
170788,41.75480833,-87.92005556
482620,29.55115,-98.35833889
280166,32.293125,-90.26728611
50153,35.45755278,-94.32791389
290574,39.03244444,-94.28947222
250050,42.15728611,-71.49063889
440031,41.77834167,-71.49863333
350181,35.60179722,-106.04145
240154,38.985175,-76.88019167
390521,41.52370833,-83.62205
400098,35.4619,-97.5485
340529,40.1859,-74.69468056
280089,30.44205556,-89.04589444
250286,42.23075833,-71.18295556
40366,34.65444722,-111.79449722
131138,30.69483611,-83.23954444
482181,30.18975556,-97.77104444
483110,29.69034167,-96.93066111
490262,41.18789722,-112.00810278
482340,30.12145278,-93.76424444
240057,39.19459167,-77.26100556
450248,34.009775,-81.11038889
130823,33.71733056,-85.02275278
80464,39.29870556,-104.89063333
470335,35.12601111,-85.03711111
500039,43.59464722,-72.34906667
480269,31.4099,-97.20086389
470461,35.73663889,-88.58421111
483034,29.48838056,-98.58368611
100013,39.68881389,-75.64149444
482891,29.71297778,-98.08922778
481727,29.77816944,-95.28061667
482103,26.18831111,-98.22490556
360605,40.73830833,-73.80003333
481031,29.65739167,-98.18345278
482010,32.66858889,-96.92219167
481296,30.19746944,-97.76475556
480081,30.41457222,-97.67347222
550446,43.03569722,-87.93903611
390703,39.09978889,-84.52185
482983,29.43852222,-98.47181389
470286,35.18836389,-89.80703056
481515,32.80575556,-96.83896667
